Bin,classification
H3-16-all-fractions_metab_maxbC_112.Burkholderiales_62_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
H3-16-all-fractions_metab_maxbC_136.Myxococcales_66_0,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__
H3-16-all-fractions_metab_maxbC_4.Bacteria_48_0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA4096;s__
H3-18-all-fractions_conc_15.Actinobacteria_69_13,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
H3-18-all-fractions_metab_8.Gemmatimonadetes_73_36,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
H3-18-all-fractions_metab_conc_100.Actinobacteria_71_31,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
H3-18-all-fractions_metab_conc_14.Acidobacteria_55_25,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__
H3-18-all-fractions_metab_conc_20.Propionibacteriales_70_14,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
H3-18-all-fractions_metab_conc_21.Bacteria_57_12,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__
H3-18-all-fractions_metab_conc_25.Acidobacteria_57_11,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003223595
H3-18-all-fractions_metab_conc_30.Actinobacteria_69_22,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-21;s__
H3-18-all-fractions_metab_conc_37.Alphaproteobacteria_64_16,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
H3-18-all-fractions_metab_conc_4.Bradyrhizobium_62_18,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
H3-18-all-fractions_metab_conc_49.Actinobacteria_70_18,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__
H3-18-all-fractions_metab_conc_55.Sphingomonadales_70_13,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
H3-18-all-fractions_metab_conc_57.Acidobacteria_56_18,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA112;g__;s__
H3-18-all-fractions_metab_conc_6.Bacteria_64_56,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
H3-18-all-fractions_metab_conc_69.Acidobacteria_55_11,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
H3-18-all-fractions_metab_conc_70.Bacteria_59_10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
H3-18-all-fractions_metab_conc_75.Burkholderiales_69_10,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__
H3-18-all-fractions_metab_conc_87.Bacteria_55_12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003219945
H3-18-all-fractions_metab_maxbC_50.Actinobacteria_69_9,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__
H3-18-all-fractions_metab_maxbC_83.Verrucomicrobia_60_12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
12C16O_24h_100_unf_Bacillales_marker_41_19,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
12C16O_24h_100_unf_Bacillus_megabin_40_7,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__
12C16O_48h_100_unf_Bacillus_40_8,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__
